#
#--------------------------------------------------------------------------------
### 
## 
## Courbe 0
## resp_2
## Courbe 1
## resp_3
## Courbe 2
## resp_4
## Courbe 3
## resp_5
## Courbe 4
## resp_6
## Courbe 5
## resp_7
## Courbe 6
## resp_8
## Courbe 7
## resp_9
## Courbe 8
## resp_10
## Courbe 9
## resp_11
## Courbe 10
## resp_12
## Courbe 11
## resp_13
## Courbe 12
## resp_14
FREQ          DZ_0_R        DZ_0_I        DZ_1_R        DZ_1_I        DZ_2_R        DZ_2_I        DZ_3_R        DZ_3_I        DZ_4_R        DZ_4_I        DZ_5_R        DZ_5_I        DZ_6_R        DZ_6_I        DZ_7_R        DZ_7_I        DZ_8_R        DZ_8_I        DZ_9_R        DZ_9_I        DZ_10_R       DZ_10_I       DZ_11_R       DZ_11_I       DZ_12_R       DZ_12_I     
 4.14000E+01   1.25840E-03   1.13061E-03   1.28057E-03   1.11890E-03   1.27162E-03   1.08207E-03   1.23362E-03   1.02381E-03   1.16927E-03   9.47814E-04   1.08188E-03   8.57812E-04   9.75329E-04   7.57527E-04   8.54013E-04   6.50681E-04   7.22799E-04   5.40988E-04   5.86959E-04   4.32155E-04   4.52107E-04   3.27878E-04   3.24135E-04   2.31840E-04   2.09146E-04   1.47717E-04
 4.17000E+01   1.27393E-03   1.13778E-03   1.29683E-03   1.12588E-03   1.28818E-03   1.08869E-03   1.25006E-03   1.02996E-03   1.18518E-03   9.53401E-04   1.09688E-03   8.62775E-04   9.89084E-04   7.61828E-04   8.66241E-04   6.54307E-04   7.33289E-04   5.43949E-04   5.95581E-04   4.34479E-04   4.58821E-04   3.29612E-04   3.28995E-04   2.33047E-04   2.12309E-04   1.48474E-04
 4.20000E+01   1.28962E-03   1.14488E-03   1.31327E-03   1.13277E-03   1.30494E-03   1.09523E-03   1.26671E-03   1.03602E-03   1.20130E-03   9.58901E-04   1.11208E-03   8.67652E-04   1.00302E-03   7.66049E-04   8.78627E-04   6.57861E-04   7.43917E-04   5.46846E-04   6.04319E-04   4.36750E-04   4.65626E-04   3.31303E-04   3.33922E-04   2.34222E-04   2.15516E-04   1.49210E-04
 4.23000E+01   1.30549E-03   1.15190E-03   1.32990E-03   1.13958E-03   1.32190E-03   1.10168E-03   1.28355E-03   1.04199E-03   1.21761E-03   9.64309E-04   1.12746E-03   8.72440E-04   1.01713E-03   7.70186E-04   8.91177E-04   6.61338E-04   7.54687E-04   5.49676E-04   6.13174E-04   4.38964E-04   4.72523E-04   3.32950E-04   3.38916E-04   2.35364E-04   2.18767E-04   1.49925E-04
 4.26000E+01   1.32153E-03   1.15884E-03   1.34671E-03   1.14630E-03   1.33905E-03   1.10803E-03   1.30060E-03   1.04787E-03   1.23412E-03   9.69621E-04   1.14304E-03   8.77136E-04   1.03142E-03   7.74235E-04   9.03890E-04   6.64735E-04   7.65599E-04   5.52436E-04   6.22148E-04   4.41120E-04   4.79514E-04   3.34550E-04   3.43979E-04   2.36473E-04   2.22063E-04   1.50618E-04
 4.29000E+01   1.33774E-03   1.16571E-03   1.36372E-03   1.15293E-03   1.35640E-03   1.11430E-03   1.31785E-03   1.05364E-03   1.25083E-03   9.74835E-04   1.15881E-03   8.81735E-04   1.04589E-03   7.78194E-04   9.16766E-04   6.68050E-04   7.76654E-04   5.55124E-04   6.31241E-04   4.43215E-04   4.86598E-04   3.36103E-04   3.49110E-04   2.37546E-04   2.25404E-04   1.51287E-04
 4.32000E+01   1.35412E-03   1.17249E-03   1.38091E-03   1.15947E-03   1.37395E-03   1.12046E-03   1.33530E-03   1.05932E-03   1.26775E-03   9.79946E-04   1.17479E-03   8.86234E-04   1.06055E-03   7.82058E-04   9.29812E-04   6.71279E-04   7.87856E-04   5.57736E-04   6.40456E-04   4.45247E-04   4.93778E-04   3.37605E-04   3.54312E-04   2.38581E-04   2.28791E-04   1.51931E-04
 4.36000E+01   1.37625E-03   1.18139E-03   1.40414E-03   1.16804E-03   1.39768E-03   1.12851E-03   1.35891E-03   1.06671E-03   1.29064E-03   9.86592E-04   1.19639E-03   8.92069E-04   1.08039E-03   7.87056E-04   9.47470E-04   6.75443E-04   8.03022E-04   5.61096E-04   6.52934E-04   4.47853E-04   5.03503E-04   3.39526E-04   3.61357E-04   2.39903E-04   2.33380E-04   1.52751E-04
 4.39000E+01   1.39305E-03   1.18795E-03   1.42180E-03   1.17435E-03   1.41572E-03   1.13442E-03   1.37686E-03   1.07213E-03   1.30805E-03   9.91444E-04   1.21284E-03   8.96317E-04   1.09549E-03   7.90684E-04   9.60913E-04   6.78457E-04   8.14569E-04   5.63520E-04   6.62437E-04   4.49727E-04   5.10910E-04   3.40903E-04   3.66724E-04   2.40847E-04   2.36876E-04   1.53335E-04
 4.42000E+01   1.41004E-03   1.19442E-03   1.43965E-03   1.18055E-03   1.43396E-03   1.14022E-03   1.39502E-03   1.07743E-03   1.32567E-03   9.96180E-04   1.22949E-03   9.00451E-04   1.11078E-03   7.94204E-04   9.74529E-04   6.81373E-04   8.26268E-04   5.65858E-04   6.72066E-04   4.51529E-04   5.18416E-04   3.42223E-04   3.72164E-04   2.41749E-04   2.40420E-04   1.53891E-04
