#
#--------------------------------------------------------------------------------
### 
## 
## Courbe 0
## resp_2
## Courbe 1
## resp_3
## Courbe 2
## resp_4
## Courbe 3
## resp_5
## Courbe 4
## resp_6
## Courbe 5
## resp_7
## Courbe 6
## resp_8
## Courbe 7
## resp_9
## Courbe 8
## resp_10
## Courbe 9
## resp_11
## Courbe 10
## resp_12
## Courbe 11
## resp_13
## Courbe 12
## resp_14
FREQ          DZ_0_R        DZ_0_I        DZ_1_R        DZ_1_I        DZ_2_R        DZ_2_I        DZ_3_R        DZ_3_I        DZ_4_R        DZ_4_I        DZ_5_R        DZ_5_I        DZ_6_R        DZ_6_I        DZ_7_R        DZ_7_I        DZ_8_R        DZ_8_I        DZ_9_R        DZ_9_I        DZ_10_R       DZ_10_I       DZ_11_R       DZ_11_I       DZ_12_R       DZ_12_I     
 4.68000E+01   2.77580E+00   8.85581E-01   2.09171E+00  -6.45890E-01   1.26678E+00  -2.18609E+00   3.77223E-01  -3.61429E+00  -4.97284E-01  -4.82425E+00  -1.28102E+00  -5.73074E+00  -1.90915E+00  -6.27489E+00  -2.33370E+00  -6.42797E+00  -2.52794E+00  -6.19341E+00  -2.48910E+00  -5.60693E+00  -2.23906E+00  -4.73494E+00  -1.82316E+00  -3.67131E+00  -1.30736E+00  -2.53290E+00
 4.71000E+01   2.84374E+00   9.60001E-01   2.14160E+00  -5.83061E-01   1.29358E+00  -2.13791E+00   3.78134E-01  -3.58240E+00  -5.22560E-01  -4.80881E+00  -1.33025E+00  -5.73054E+00  -1.97786E+00  -6.28756E+00  -2.41562E+00  -6.45025E+00  -2.61572E+00  -6.22153E+00  -2.57514E+00  -5.63703E+00  -2.31632E+00  -4.76346E+00  -1.88605E+00  -3.69534E+00  -1.35248E+00  -2.55056E+00
 4.75000E+01   2.93906E+00   1.05857E+00   2.21198E+00  -5.00125E-01   1.33194E+00  -2.07466E+00   3.80520E-01  -3.54099E+00  -5.56618E-01  -4.78943E+00  -1.39771E+00  -5.73152E+00  -2.07252E+00  -6.30567E+00  -2.52879E+00  -6.48110E+00  -2.73721E+00  -6.26007E+00  -2.69435E+00  -5.67806E+00  -2.42346E+00  -4.80219E+00  -1.97332E+00  -3.72792E+00  -1.41512E+00  -2.57446E+00
 4.78000E+01   3.01425E+00   1.13194E+00   2.26775E+00  -4.38584E-01   1.36274E+00  -2.02799E+00   3.83197E-01  -3.51076E+00  -5.82476E-01  -4.77575E+00  -1.44976E+00  -5.73311E+00  -2.14593E+00  -6.32007E+00  -2.61680E+00  -6.50500E+00  -2.83184E+00  -6.28963E+00  -2.78730E+00  -5.70939E+00  -2.50708E+00  -4.83168E+00  -2.04147E+00  -3.75267E+00  -1.46405E+00  -2.59259E+00
 4.82000E+01   3.11963E+00   1.22895E+00   2.34628E+00  -3.57473E-01   1.40661E+00  -1.96678E+00   3.87965E-01  -3.47153E+00  -6.17439E-01  -4.75859E+00  -1.52125E+00  -5.73628E+00  -2.24727E+00  -6.34024E+00  -2.73859E+00  -6.53771E+00  -2.96299E+00  -6.32978E+00  -2.91626E+00  -5.75173E+00  -2.62316E+00  -4.87144E+00  -2.13614E+00  -3.78598E+00  -1.53205E+00  -2.61696E+00
 4.85000E+01   3.20267E+00   1.30102E+00   2.40841E+00  -2.97402E-01   1.44168E+00  -1.92167E+00   3.92452E-01  -3.44291E+00  -6.44074E-01  -4.74649E+00  -1.57653E+00  -5.73935E+00  -2.32600E+00  -6.35599E+00  -2.83343E+00  -6.56276E+00  -3.06527E+00  -6.36029E+00  -3.01694E+00  -5.78380E+00  -2.71385E+00  -4.90148E+00  -2.21013E+00  -3.81110E+00  -1.58523E+00  -2.63531E+00
 4.89000E+01   3.31898E+00   1.39605E+00   2.49575E+00  -2.18421E-01   1.49144E+00  -1.86264E+00   3.99671E-01  -3.40580E+00  -6.80206E-01  -4.73131E+00  -1.65262E+00  -5.74427E+00  -2.43486E+00  -6.37764E+00  -2.96485E+00  -6.59665E+00  -3.20719E+00  -6.40132E+00  -3.15675E+00  -5.82676E+00  -2.83987E+00  -4.94162E+00  -2.31301E+00  -3.84463E+00  -1.65919E+00  -2.65978E+00
 4.92000E+01   3.41057E+00   1.46643E+00   2.56476E+00  -1.60098E-01   1.53109E+00  -1.81925E+00   4.06030E-01  -3.37877E+00  -7.07815E-01  -4.72060E+00  -1.71158E+00  -5.74849E+00  -2.51956E+00  -6.39425E+00  -3.06732E+00  -6.62230E+00  -3.31798E+00  -6.43218E+00  -3.26600E+00  -5.85898E+00  -2.93841E+00  -4.97167E+00  -2.39348E+00  -3.86968E+00  -1.71707E+00  -2.67804E+00
 4.96000E+01   3.53877E+00   1.55888E+00   2.66166E+00  -8.36878E-02   1.58719E+00  -1.76264E+00   4.15798E-01  -3.34379E+00  -7.45380E-01  -4.70714E+00  -1.79288E+00  -5.75467E+00  -2.63681E+00  -6.41669E+00  -3.20946E+00  -6.65655E+00  -3.47185E+00  -6.47320E+00  -3.41784E+00  -5.90168E+00  -3.07545E+00  -5.01141E+00  -2.50545E+00  -3.90277E+00  -1.79762E+00  -2.70214E+00
 4.99000E+01   3.63966E+00   1.62704E+00   2.73814E+00  -2.75041E-02   1.63178E+00  -1.72117E+00   4.24111E-01  -3.31835E+00  -7.74165E-01  -4.69762E+00  -1.85598E+00  -5.75962E+00  -2.72817E+00  -6.43359E+00  -3.32041E+00  -6.68210E+00  -3.59209E+00  -6.50367E+00  -3.53659E+00  -5.93331E+00  -3.18267E+00  -5.04080E+00  -2.59310E+00  -3.92721E+00  -1.86070E+00  -2.71992E+00
